Spanish	vp(G,N,P,t) --> llevar(N,P), np_bare.	English	vp(N,P,b,t) --> prpart, np(N2,P2).	{1=>1, 2=>2}	1
Spanish	vp(G,N,P,t) --> llevar(N,P), np_bare.	English	vp(N,P,ns,t) --> be(N,P,ind), prpart, np(N2,P2).	{1=>2, 2=>3}	1
Spanish	vp(G,N,P,t) --> llevar(N,P), np(G2,N2,3).	English	vp(N,P,b,t) --> prpart, np(N2,P2).	{1=>1, 2=>2}	1
Spanish	vp(G,N,P,t) --> llevar(N,P), np(G2,N2,3).	English	vp(N,P,ns,t) --> be(N,P,ind), prpart, np(N2,P2).	{1=>2, 2=>3}	1
Spanish	vp(G,N,P,t) --> ['no'], cop(G,N,P), adj(G,N).	English	vp(N,P,b,t) --> ['not'], adj.	{2=>1}	1
Spanish	vp(G,N,P,t) --> ['no'], cop(G,N,P), adj(G,N).	English	vp(N,P,ns,t) --> be(N,P,ind), ['not'], adj.	{1=>1, 2=>2}	1
Spanish	vp(G,N,P,t) --> ['no'], cop(G,N,P), np_bare.	English	vp(N,P,b,t) --> ['not'], np(N,P2).	{2=>1}	1
Spanish	vp(G,N,P,t) --> ['no'], cop(G,N,P), np_bare.	English	vp(N,P,ns,t) --> be(N,P,ind), ['not'], np(N,P2).	{1=>1, 2=>2}	1
Spanish	vp(G,N,P,t) --> ['no'], cop(G,N,P), np(G,N,3).	English	vp(N,P,b,t) --> ['not'], np(N,P2).	{2=>1}	1
Spanish	vp(G,N,P,t) --> ['no'], cop(G,N,P), np(G,N,3).	English	vp(N,P,ns,t) --> be(N,P,ind), ['not'], np(N,P2).	{1=>1, 2=>2}	1
Spanish	vp(G,N,P,t) --> ['no'], estar(N,P), prpart, np(G2,N2,P3).	English	vp(N,P,b,t) --> ['not'], prpart, np(N2,P2).	{2=>1, 3=>2}	1
Spanish	vp(G,N,P,t) --> ['no'], estar(N,P), prpart, np(G2,N2,P3).	English	vp(N,P,ns,t) --> be(N,P,ind), ['not'], prpart, np(N2,P2).	{1=>1, 2=>2, 3=>3}	1
Spanish	vp(G,N,P,t) --> ['no'], llevar(N,P), np_bare.	English	vp(N,P,b,t) --> ['not'], prpart, np(N2,P2).	{1=>1, 2=>2}	1
Spanish	vp(G,N,P,t) --> ['no'], llevar(N,P), np_bare.	English	vp(N,P,ns,t) --> be(N,P,ind), ['not'], prpart, np(N2,P2).	{1=>2, 2=>3}	1
Spanish	vp(G,N,P,t) --> ['no'], llevar(N,P), np(G2,N2,3).	English	vp(N,P,b,t) --> ['not'], prpart, np(N2,P2).	{1=>1, 2=>2}	1
Spanish	vp(G,N,P,t) --> ['no'], llevar(N,P), np(G2,N2,3).	English	vp(N,P,ns,t) --> be(N,P,ind), ['not'], prpart, np(N2,P2).	{1=>2, 2=>3}	1
Spanish	vp(G,N,P,t) --> ['no'], v(N,P), np(G2,N2,P3).	English	vp(N,P,b,t) --> ['not'], prpart, np(N2,P2).	{1=>1, 2=>2}	1
Spanish	vp(G,N,P,t) --> ['no'], v(N,P), np(G2,N2,P3).	English	vp(N,P,ns,t) --> be(N,P,ind), ['not'], prpart, np(N2,P2).	{1=>2, 2=>3}	1
